Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,types_de_sols
Fatick,Manioc,1995,155252,534.0,25598.0,13.14,Limoneux
Fatick,Manioc,1995,155252,534.0,25598.0,18.88,Limoneux
Fatick,Manioc,1995,155252,534.0,25598.0,16.95,Argileux
Fatick,Arachide,1995,17899,534.0,25598.0,16.14,Limoneux
Fatick,Arachide,1995,17899,534.0,25598.0,20.12,Argileux
Fatick,Arachide,1995,17899,534.0,25598.0,11.39,Sableux
Fatick,Arachide,1995,17899,534.0,25598.0,13.14,Sableux
Fatick,Arachide,1995,17899,534.0,25598.0,18.88,Sableux
Fatick,Arachide,1995,17899,534.0,25598.0,16.95,Limoneux
Fatick,Mais,1996,57689,534.0,31185.0,16.12,Sableux
Fatick,Mais,1996,57689,534.0,31185.0,20.06,Argileux
Fatick,Mais,1996,57689,534.0,31185.0,11.29,Limoneux
Fatick,Mais,1996,57689,534.0,31185.0,13.05,Limoneux
Fatick,Mais,1996,57689,534.0,31185.0,19.13,Argileux
Fatick,Mais,1996,57689,534.0,31185.0,17.05,Limoneux
Fatick,Pattate,1996,312853,534.0,31185.0,16.12,Limoneux
Fatick,Pattate,1996,312853,534.0,31185.0,20.06,Limoneux
Fatick,Pattate,1996,312853,534.0,31185.0,11.29,Argileux
Fatick,Pattate,1996,312853,534.0,31185.0,13.05,Limoneux
Fatick,Pattate,1996,312853,534.0,31185.0,19.13,Limoneux
Fatick,Pattate,1996,312853,534.0,31185.0,17.05,Sableux
Fatick,Rice,1996,63540,534.0,31185.0,16.12,Argileux
Fatick,Rice,1996,63540,534.0,31185.0,20.06,Sableux
Fatick,Rice,1996,63540,534.0,31185.0,11.29,Argileux
Fatick,Rice,1996,63540,534.0,31185.0,13.05,Argileux
Fatick,Rice,1996,63540,534.0,31185.0,19.13,Sableux
Fatick,Rice,1996,63540,534.0,31185.0,17.05,Argileux
Fatick,Sorgho,1996,20677,534.0,31185.0,16.12,Sableux
Fatick,Sorgho,1996,20677,534.0,31185.0,20.06,Argileux
Fatick,Sorgho,1996,20677,534.0,31185.0,11.29,Argileux
Fatick,Sorgho,1996,20677,534.0,31185.0,13.05,Limoneux
Fatick,Sorgho,1996,20677,534.0,31185.0,19.13,Argileux
Fatick,Sorgho,1996,20677,534.0,31185.0,17.05,Sableux
Fatick,Mil,1996,18740,534.0,31185.0,16.12,Argileux
Fatick,Mil,1996,18740,534.0,31185.0,20.06,Sableux
Fatick,Mil,1996,18740,534.0,31185.0,11.29,Sableux
Fatick,Mil,1996,18740,534.0,31185.0,13.05,Argileux
Fatick,Mil,1996,18740,534.0,31185.0,19.13,Sableux
Fatick,Mil,1996,18740,534.0,31185.0,17.05,Sableux
Fatick,Manioc,1996,172474,534.0,31185.0,16.12,Limoneux
Fatick,Manioc,1996,172474,534.0,31185.0,20.06,Sableux
Fatick,Manioc,1996,172474,534.0,31185.0,11.29,Sableux
Fatick,Manioc,1996,172474,534.0,31185.0,13.05,Sableux
Fatick,Manioc,1996,172474,534.0,31185.0,19.13,Limoneux
Fatick,Manioc,1996,172474,534.0,31185.0,17.05,Sableux
Fatick,Arachide,1996,21673,534.0,31185.0,16.12,Limoneux
Fatick,Arachide,1996,21673,534.0,31185.0,20.06,Sableux
Fatick,Arachide,1996,21673,534.0,31185.0,11.29,Argileux
Fatick,Arachide,1996,21673,534.0,31185.0,13.05,Sableux
Fatick,Arachide,1996,21673,534.0,31185.0,19.13,Sableux
Fatick,Arachide,1996,21673,534.0,31185.0,17.05,Limoneux
Fatick,Mais,1997,59403,534.0,34091.0,16.48,Sableux
Fatick,Mais,1997,59403,534.0,34091.0,20.16,Limoneux
Fatick,Mais,1997,59403,534.0,34091.0,12.13,Sableux
Fatick,Mais,1997,59403,534.0,34091.0,13.93,Limoneux
Fatick,Mais,1997,59403,534.0,34091.0,18.94,Sableux
Fatick,Mais,1997,59403,534.0,34091.0,17.51,Argileux
Fatick,Pattate,1997,313056,534.0,34091.0,16.48,Limoneux
Fatick,Pattate,1997,313056,534.0,34091.0,20.16,Sableux
Fatick,Pattate,1997,313056,534.0,34091.0,12.13,Argileux
Fatick,Pattate,1997,313056,534.0,34091.0,13.93,Sableux
Fatick,Pattate,1997,313056,534.0,34091.0,18.94,Sableux
Fatick,Pattate,1997,313056,534.0,34091.0,17.51,Sableux
Fatick,Rice,1997,83263,534.0,34091.0,16.48,Sableux
Fatick,Rice,1997,83263,534.0,34091.0,20.16,Argileux
Fatick,Rice,1997,83263,534.0,34091.0,12.13,Sableux
Fatick,Rice,1997,83263,534.0,34091.0,13.93,Argileux
Fatick,Rice,1997,83263,534.0,34091.0,18.94,Sableux
Fatick,Rice,1997,83263,534.0,34091.0,17.51,Argileux
Fatick,Sorgho,1997,26195,534.0,34091.0,16.48,Argileux
Fatick,Sorgho,1997,26195,534.0,34091.0,20.16,Argileux
Fatick,Sorgho,1997,26195,534.0,34091.0,12.13,Sableux
Fatick,Sorgho,1997,26195,534.0,34091.0,13.93,Argileux
Fatick,Sorgho,1997,26195,534.0,34091.0,18.94,Argileux
Fatick,Sorgho,1997,26195,534.0,34091.0,17.51,Sableux
Fatick,Mil,1997,18974,534.0,34091.0,16.48,Limoneux
Fatick,Mil,1997,18974,534.0,34091.0,20.16,Limoneux
Fatick,Mil,1997,18974,534.0,34091.0,12.13,Limoneux
Fatick,Mil,1997,18974,534.0,34091.0,13.93,Argileux
Fatick,Mil,1997,18974,534.0,34091.0,18.94,Limoneux
Fatick,Mil,1997,18974,534.0,34091.0,17.51,Argileux
Fatick,Manioc,1997,244444,534.0,34091.0,16.48,Limoneux
Fatick,Manioc,1997,244444,534.0,34091.0,20.16,Limoneux
Fatick,Manioc,1997,244444,534.0,34091.0,12.13,Limoneux
Fatick,Manioc,1997,244444,534.0,34091.0,13.93,Argileux
Fatick,Manioc,1997,244444,534.0,34091.0,18.94,Sableux
Fatick,Manioc,1997,244444,534.0,34091.0,17.51,Argileux
Fatick,Arachide,1997,18412,534.0,34091.0,16.48,Sableux
Fatick,Arachide,1997,18412,534.0,34091.0,20.16,Limoneux
Fatick,Arachide,1997,18412,534.0,34091.0,12.13,Argileux
Fatick,Arachide,1997,18412,534.0,34091.0,13.93,Sableux
Fatick,Arachide,1997,18412,534.0,34091.0,18.94,Limoneux
Fatick,Arachide,1997,18412,534.0,34091.0,17.51,Argileux
Fatick,Mais,1998,47544,534.0,37215.0,16.28,Argileux
Fatick,Mais,1998,47544,534.0,37215.0,20.62,Sableux
Fatick,Mais,1998,47544,534.0,37215.0,12.46,Argileux
Fatick,Mais,1998,47544,534.0,37215.0,13.61,Argileux
Fatick,Mais,1998,47544,534.0,37215.0,18.9,Limoneux
Fatick,Mais,1998,47544,534.0,37215.0,18.05,Argileux
Fatick,Pattate,1998,322292,534.0,37215.0,16.28,Sableux
Fatick,Pattate,1998,322292,534.0,37215.0,20.62,Limoneux
Fatick,Pattate,1998,322292,534.0,37215.0,12.46,Limoneux
Fatick,Pattate,1998,322292,534.0,37215.0,13.61,Limoneux
Fatick,Pattate,1998,322292,534.0,37215.0,18.9,Sableux
Fatick,Pattate,1998,322292,534.0,37215.0,18.05,Sableux
Fatick,Rice,1998,94256,534.0,37215.0,16.28,Argileux
Fatick,Rice,1998,94256,534.0,37215.0,20.62,Argileux
Fatick,Rice,1998,94256,534.0,37215.0,12.46,Argileux
Fatick,Rice,1998,94256,534.0,37215.0,13.61,Argileux
Fatick,Rice,1998,94256,534.0,37215.0,18.9,Argileux
Fatick,Rice,1998,94256,534.0,37215.0,18.05,Limoneux
Fatick,Sorgho,1998,21321,534.0,37215.0,16.28,Limoneux
Fatick,Sorgho,1998,21321,534.0,37215.0,20.62,Argileux
Fatick,Sorgho,1998,21321,534.0,37215.0,12.46,Limoneux
Fatick,Sorgho,1998,21321,534.0,37215.0,13.61,Limoneux
Fatick,Sorgho,1998,21321,534.0,37215.0,18.9,Sableux
Fatick,Sorgho,1998,21321,534.0,37215.0,18.05,Limoneux
Fatick,Mil,1998,17035,534.0,37215.0,16.28,Limoneux
Fatick,Mil,1998,17035,534.0,37215.0,20.62,Sableux
Fatick,Mil,1998,17035,534.0,37215.0,12.46,Argileux
Fatick,Mil,1998,17035,534.0,37215.0,13.61,Argileux
Fatick,Mil,1998,17035,534.0,37215.0,18.9,Argileux
Fatick,Mil,1998,17035,534.0,37215.0,18.05,Sableux
Fatick,Manioc,1998,276923,534.0,37215.0,16.28,Argileux
Fatick,Manioc,1998,276923,534.0,37215.0,20.62,Argileux
Fatick,Manioc,1998,276923,534.0,37215.0,12.46,Argileux
Fatick,Manioc,1998,276923,534.0,37215.0,13.61,Sableux
Fatick,Manioc,1998,276923,534.0,37215.0,18.9,Argileux
Fatick,Manioc,1998,276923,534.0,37215.0,18.05,Limoneux
Fatick,Arachide,1998,19153,534.0,37215.0,16.28,Sableux
Fatick,Arachide,1998,19153,534.0,37215.0,20.62,Sableux
Fatick,Arachide,1998,19153,534.0,37215.0,12.46,Argileux
Fatick,Arachide,1998,19153,534.0,37215.0,13.61,Sableux
Fatick,Arachide,1998,19153,534.0,37215.0,18.9,Sableux
Fatick,Arachide,1998,19153,534.0,37215.0,18.05,Argileux
Fatick,Mais,1999,51212,534.0,34200.0,16.77,Sableux
Fatick,Mais,1999,51212,534.0,34200.0,19.75,Limoneux
Fatick,Mais,1999,51212,534.0,34200.0,12.1,Argileux
Fatick,Mais,1999,51212,534.0,34200.0,14.2,Limoneux
Fatick,Mais,1999,51212,534.0,34200.0,19.28,Limoneux
Fatick,Mais,1999,51212,534.0,34200.0,17.55,Sableux
Fatick,Pattate,1999,321265,534.0,34200.0,16.77,Argileux
Fatick,Pattate,1999,321265,534.0,34200.0,19.75,Argileux
Fatick,Pattate,1999,321265,534.0,34200.0,12.1,Argileux
Fatick,Pattate,1999,321265,534.0,34200.0,14.2,Limoneux
Fatick,Pattate,1999,321265,534.0,34200.0,19.28,Limoneux
Fatick,Pattate,1999,321265,534.0,34200.0,17.55,Sableux
Fatick,Rice,1999,91615,534.0,34200.0,16.77,Argileux
Fatick,Rice,1999,91615,534.0,34200.0,19.75,Limoneux
Fatick,Rice,1999,91615,534.0,34200.0,12.1,Limoneux
Fatick,Rice,1999,91615,534.0,34200.0,14.2,Limoneux
Fatick,Rice,1999,91615,534.0,34200.0,19.28,Sableux
Fatick,Rice,1999,91615,534.0,34200.0,17.55,Sableux
Fatick,Sorgho,1999,32215,534.0,34200.0,16.77,Sableux
Fatick,Sorgho,1999,32215,534.0,34200.0,19.75,Sableux
Fatick,Sorgho,1999,32215,534.0,34200.0,12.1,Sableux
Fatick,Sorgho,1999,32215,534.0,34200.0,14.2,Sableux
Fatick,Sorgho,1999,32215,534.0,34200.0,19.28,Limoneux
Fatick,Sorgho,1999,32215,534.0,34200.0,17.55,Sableux
Fatick,Mil,1999,22667,534.0,34200.0,16.77,Limoneux
Fatick,Mil,1999,22667,534.0,34200.0,19.75,Limoneux
Fatick,Mil,1999,22667,534.0,34200.0,12.1,Sableux
Fatick,Mil,1999,22667,534.0,34200.0,14.2,Argileux
Fatick,Mil,1999,22667,534.0,34200.0,19.28,Argileux
Fatick,Mil,1999,22667,534.0,34200.0,17.55,Sableux
Fatick,Manioc,1999,275000,534.0,34200.0,16.77,Limoneux
Fatick,Manioc,1999,275000,534.0,34200.0,19.75,Limoneux
Fatick,Manioc,1999,275000,534.0,34200.0,12.1,Limoneux
Fatick,Manioc,1999,275000,534.0,34200.0,14.2,Argileux
Fatick,Manioc,1999,275000,534.0,34200.0,19.28,Limoneux
Fatick,Manioc,1999,275000,534.0,34200.0,17.55,Argileux
Fatick,Arachide,1999,20066,534.0,34200.0,16.77,Sableux
Fatick,Arachide,1999,20066,534.0,34200.0,19.75,Argileux
Fatick,Arachide,1999,20066,534.0,34200.0,12.1,Sableux
Fatick,Arachide,1999,20066,534.0,34200.0,14.2,Sableux
Fatick,Arachide,1999,20066,534.0,34200.0,19.28,Sableux
Fatick,Arachide,1999,20066,534.0,34200.0,17.55,Sableux
Fatick,Mais,2000,49360,534.0,33475.0,17.08,Argileux
Fatick,Mais,2000,49360,534.0,33475.0,19.89,Argileux
Fatick,Mais,2000,49360,534.0,33475.0,12.09,Argileux
Fatick,Mais,2000,49360,534.0,33475.0,14.32,Argileux
Fatick,Mais,2000,49360,534.0,33475.0,19.07,Argileux
Fatick,Mais,2000,49360,534.0,33475.0,17.57,Limoneux
Fatick,Pattate,2000,284527,534.0,33475.0,17.08,Sableux
Fatick,Pattate,2000,284527,534.0,33475.0,19.89,Sableux
Fatick,Pattate,2000,284527,534.0,33475.0,12.09,Argileux
Fatick,Pattate,2000,284527,534.0,33475.0,14.32,Sableux
Fatick,Pattate,2000,284527,534.0,33475.0,19.07,Sableux
Fatick,Pattate,2000,284527,534.0,33475.0,17.57,Limoneux
Fatick,Rice,2000,82573,534.0,33475.0,17.08,Argileux
Fatick,Rice,2000,82573,534.0,33475.0,19.89,Argileux
Fatick,Rice,2000,82573,534.0,33475.0,12.09,Argileux
Fatick,Rice,2000,82573,534.0,33475.0,14.32,Sableux
Fatick,Rice,2000,82573,534.0,33475.0,19.07,Limoneux
Fatick,Rice,2000,82573,534.0,33475.0,17.57,Sableux
Fatick,Sorgho,2000,34003,534.0,33475.0,17.08,Argileux
Fatick,Sorgho,2000,34003,534.0,33475.0,19.89,Limoneux
Fatick,Sorgho,2000,34003,534.0,33475.0,12.09,Sableux
Fatick,Sorgho,2000,34003,534.0,33475.0,14.32,Argileux
Fatick,Sorgho,2000,34003,534.0,33475.0,19.07,Sableux
Fatick,Sorgho,2000,34003,534.0,33475.0,17.57,Limoneux
Fatick,Mil,2000,18714,534.0,33475.0,17.08,Argileux
Fatick,Mil,2000,18714,534.0,33475.0,19.89,Argileux
Fatick,Mil,2000,18714,534.0,33475.0,12.09,Limoneux
Fatick,Mil,2000,18714,534.0,33475.0,14.32,Sableux
Fatick,Mil,2000,18714,534.0,33475.0,19.07,Argileux
Fatick,Mil,2000,18714,534.0,33475.0,17.57,Limoneux
Fatick,Manioc,2000,317647,534.0,33475.0,17.08,Limoneux
Fatick,Manioc,2000,317647,534.0,33475.0,19.89,Limoneux
Fatick,Manioc,2000,317647,534.0,33475.0,12.09,Argileux
Fatick,Manioc,2000,317647,534.0,33475.0,14.32,Sableux
Fatick,Manioc,2000,317647,534.0,33475.0,19.07,Argileux
Fatick,Manioc,2000,317647,534.0,33475.0,17.57,Sableux
Fatick,Arachide,2000,18209,534.0,33475.0,17.08,Argileux
Fatick,Arachide,2000,18209,534.0,33475.0,19.89,Sableux
Fatick,Arachide,2000,18209,534.0,33475.0,12.09,Limoneux
Fatick,Arachide,2000,18209,534.0,33475.0,14.32,Sableux
Fatick,Arachide,2000,18209,534.0,33475.0,19.07,Limoneux
Fatick,Arachide,2000,18209,534.0,33475.0,17.57,Sableux
Fatick,Mais,2001,46471,534.0,32710.0,16.63,Argileux
Fatick,Mais,2001,46471,534.0,32710.0,20.21,Sableux
Fatick,Mais,2001,46471,534.0,32710.0,12.29,Sableux
Fatick,Mais,2001,46471,534.0,32710.0,14.18,Argileux
Fatick,Mais,2001,46471,534.0,32710.0,18.39,Sableux
Fatick,Mais,2001,46471,534.0,32710.0,17.85,Argileux
Fatick,Pattate,2001,328633,534.0,32710.0,16.63,Sableux
Fatick,Pattate,2001,328633,534.0,32710.0,20.21,Limoneux
Fatick,Pattate,2001,328633,534.0,32710.0,12.29,Limoneux
Fatick,Pattate,2001,328633,534.0,32710.0,14.18,Sableux
Fatick,Pattate,2001,328633,534.0,32710.0,18.39,Argileux
Fatick,Pattate,2001,328633,534.0,32710.0,17.85,Argileux
Fatick,Rice,2001,93071,534.0,32710.0,16.63,Sableux
Fatick,Rice,2001,93071,534.0,32710.0,20.21,Limoneux
Fatick,Rice,2001,93071,534.0,32710.0,12.29,Argileux
Fatick,Rice,2001,93071,534.0,32710.0,14.18,Limoneux
Fatick,Rice,2001,93071,534.0,32710.0,18.39,Argileux
Fatick,Rice,2001,93071,534.0,32710.0,17.85,Sableux
Fatick,Sorgho,2001,25539,534.0,32710.0,16.63,Sableux
Fatick,Sorgho,2001,25539,534.0,32710.0,20.21,Argileux
Fatick,Sorgho,2001,25539,534.0,32710.0,12.29,Limoneux
Fatick,Sorgho,2001,25539,534.0,32710.0,14.18,Argileux
Fatick,Sorgho,2001,25539,534.0,32710.0,18.39,Sableux
Fatick,Sorgho,2001,25539,534.0,32710.0,17.85,Sableux
Fatick,Mil,2001,14626,534.0,32710.0,16.63,Sableux
Fatick,Mil,2001,14626,534.0,32710.0,20.21,Limoneux
Fatick,Mil,2001,14626,534.0,32710.0,12.29,Limoneux
Fatick,Mil,2001,14626,534.0,32710.0,14.18,Limoneux
Fatick,Mil,2001,14626,534.0,32710.0,18.39,Argileux
Fatick,Mil,2001,14626,534.0,32710.0,17.85,Limoneux
Fatick,Manioc,2001,333333,534.0,32710.0,16.63,Sableux
Fatick,Manioc,2001,333333,534.0,32710.0,20.21,Limoneux
Fatick,Manioc,2001,333333,534.0,32710.0,12.29,Argileux
Fatick,Manioc,2001,333333,534.0,32710.0,14.18,Sableux
Fatick,Manioc,2001,333333,534.0,32710.0,18.39,Limoneux
Fatick,Manioc,2001,333333,534.0,32710.0,17.85,Limoneux
Fatick,Arachide,2001,18209,534.0,32710.0,16.63,Limoneux
Fatick,Arachide,2001,18209,534.0,32710.0,20.21,Argileux
Fatick,Arachide,2001,18209,534.0,32710.0,12.29,Sableux
Fatick,Arachide,2001,18209,534.0,32710.0,14.18,Sableux
Fatick,Arachide,2001,18209,534.0,32710.0,18.39,Limoneux
Fatick,Arachide,2001,18209,534.0,32710.0,17.85,Limoneux
Fatick,Mais,2002,54929,534.0,26651.0,16.63,Sableux
Fatick,Mais,2002,54929,534.0,26651.0,20.38,Limoneux
Fatick,Mais,2002,54929,534.0,26651.0,12.31,Limoneux
Fatick,Mais,2002,54929,534.0,26651.0,14.08,Sableux
Fatick,Mais,2002,54929,534.0,26651.0,18.93,Limoneux
Fatick,Mais,2002,54929,534.0,26651.0,17.73,Limoneux
Fatick,Pattate,2002,351358,534.0,26651.0,16.63,Argileux
Fatick,Pattate,2002,351358,534.0,26651.0,20.38,Sableux
Fatick,Pattate,2002,351358,534.0,26651.0,12.31,Argileux
Fatick,Pattate,2002,351358,534.0,26651.0,14.08,Sableux
Fatick,Pattate,2002,351358,534.0,26651.0,18.93,Sableux
Fatick,Pattate,2002,351358,534.0,26651.0,17.73,Sableux
Fatick,Rice,2002,82580,534.0,26651.0,16.63,Argileux
Fatick,Rice,2002,82580,534.0,26651.0,20.38,Sableux
Fatick,Rice,2002,82580,534.0,26651.0,12.31,Argileux
Fatick,Rice,2002,82580,534.0,26651.0,14.08,Argileux
Fatick,Rice,2002,82580,534.0,26651.0,18.93,Sableux
Fatick,Rice,2002,82580,534.0,26651.0,17.73,Sableux
Fatick,Sorgho,2002,24561,534.0,26651.0,16.63,Argileux
Fatick,Sorgho,2002,24561,534.0,26651.0,20.38,Limoneux
Fatick,Sorgho,2002,24561,534.0,26651.0,12.31,Argileux
Fatick,Sorgho,2002,24561,534.0,26651.0,14.08,Argileux
Fatick,Sorgho,2002,24561,534.0,26651.0,18.93,Limoneux
Fatick,Sorgho,2002,24561,534.0,26651.0,17.73,Sableux
Fatick,Mil,2002,19487,534.0,26651.0,16.63,Limoneux
Fatick,Mil,2002,19487,534.0,26651.0,20.38,Sableux
Fatick,Mil,2002,19487,534.0,26651.0,12.31,Sableux
Fatick,Mil,2002,19487,534.0,26651.0,14.08,Sableux
Fatick,Mil,2002,19487,534.0,26651.0,18.93,Limoneux
Fatick,Mil,2002,19487,534.0,26651.0,17.73,Argileux
Fatick,Manioc,2002,347368,534.0,26651.0,16.63,Argileux
Fatick,Manioc,2002,347368,534.0,26651.0,20.38,Sableux
Fatick,Manioc,2002,347368,534.0,26651.0,12.31,Limoneux
Fatick,Manioc,2002,347368,534.0,26651.0,14.08,Sableux
Fatick,Manioc,2002,347368,534.0,26651.0,18.93,Sableux
Fatick,Manioc,2002,347368,534.0,26651.0,17.73,Sableux
Fatick,Arachide,2002,21076,534.0,26651.0,16.63,Limoneux
Fatick,Arachide,2002,21076,534.0,26651.0,20.38,Sableux
Fatick,Arachide,2002,21076,534.0,26651.0,12.31,Limoneux
Fatick,Arachide,2002,21076,534.0,26651.0,14.08,Limoneux
Fatick,Arachide,2002,21076,534.0,26651.0,18.93,Sableux
Fatick,Arachide,2002,21076,534.0,26651.0,17.73,Limoneux
Fatick,Mais,2004,56326,534.0,36276.0,16.64,Limoneux
Fatick,Mais,2004,56326,534.0,36276.0,20.42,Limoneux
Fatick,Mais,2004,56326,534.0,36276.0,12.35,Sableux
Fatick,Mais,2004,56326,534.0,36276.0,13.74,Argileux
Fatick,Mais,2004,56326,534.0,36276.0,18.87,Argileux
Fatick,Mais,2004,56326,534.0,36276.0,17.87,Argileux
Fatick,Pattate,2004,362787,534.0,36276.0,16.64,Argileux
Fatick,Pattate,2004,362787,534.0,36276.0,20.42,Argileux
Fatick,Pattate,2004,362787,534.0,36276.0,12.35,Limoneux
Fatick,Pattate,2004,362787,534.0,36276.0,13.74,Sableux
Fatick,Pattate,2004,362787,534.0,36276.0,18.87,Limoneux
Fatick,Pattate,2004,362787,534.0,36276.0,17.87,Argileux
Fatick,Rice,2004,83305,534.0,36276.0,16.64,Argileux
Fatick,Rice,2004,83305,534.0,36276.0,20.42,Argileux
Fatick,Rice,2004,83305,534.0,36276.0,12.35,Sableux
Fatick,Rice,2004,83305,534.0,36276.0,13.74,Argileux
Fatick,Rice,2004,83305,534.0,36276.0,18.87,Limoneux
Fatick,Rice,2004,83305,534.0,36276.0,17.87,Sableux
Fatick,Sorgho,2004,27367,534.0,36276.0,16.64,Argileux
Fatick,Sorgho,2004,27367,534.0,36276.0,20.42,Argileux
Fatick,Sorgho,2004,27367,534.0,36276.0,12.35,Limoneux
Fatick,Sorgho,2004,27367,534.0,36276.0,13.74,Limoneux
Fatick,Sorgho,2004,27367,534.0,36276.0,18.87,Sableux
Fatick,Sorgho,2004,27367,534.0,36276.0,17.87,Sableux
Fatick,Mil,2004,22136,534.0,36276.0,16.64,Argileux
Fatick,Mil,2004,22136,534.0,36276.0,20.42,Sableux
Fatick,Mil,2004,22136,534.0,36276.0,12.35,Sableux
Fatick,Mil,2004,22136,534.0,36276.0,13.74,Limoneux
Fatick,Mil,2004,22136,534.0,36276.0,18.87,Argileux
Fatick,Mil,2004,22136,534.0,36276.0,17.87,Sableux
Fatick,Manioc,2004,333333,534.0,36276.0,16.64,Limoneux
Fatick,Manioc,2004,333333,534.0,36276.0,20.42,Argileux
Fatick,Manioc,2004,333333,534.0,36276.0,12.35,Argileux
Fatick,Manioc,2004,333333,534.0,36276.0,13.74,Sableux
Fatick,Manioc,2004,333333,534.0,36276.0,18.87,Limoneux
Fatick,Manioc,2004,333333,534.0,36276.0,17.87,Argileux
Fatick,Arachide,2004,19998,534.0,36276.0,16.64,Limoneux
Fatick,Arachide,2004,19998,534.0,36276.0,20.42,Sableux
Fatick,Arachide,2004,19998,534.0,36276.0,12.35,Limoneux
Fatick,Arachide,2004,19998,534.0,36276.0,13.74,Sableux
Fatick,Arachide,2004,19998,534.0,36276.0,18.87,Argileux
Fatick,Arachide,2004,19998,534.0,36276.0,17.87,Sableux
Fatick,Mais,2005,57983,534.0,34310.0,16.93,Limoneux
Fatick,Mais,2005,57983,534.0,34310.0,20.71,Sableux
Fatick,Mais,2005,57983,534.0,34310.0,12.48,Limoneux
Fatick,Mais,2005,57983,534.0,34310.0,14.38,Sableux
Fatick,Mais,2005,57983,534.0,34310.0,18.26,Limoneux
Fatick,Mais,2005,57983,534.0,34310.0,18.03,Sableux
Fatick,Pattate,2005,344117,534.0,34310.0,16.93,Sableux
Fatick,Pattate,2005,344117,534.0,34310.0,20.71,Limoneux
Fatick,Pattate,2005,344117,534.0,34310.0,12.48,Limoneux
Fatick,Pattate,2005,344117,534.0,34310.0,14.38,Limoneux
Fatick,Pattate,2005,344117,534.0,34310.0,18.26,Argileux
Fatick,Pattate,2005,344117,534.0,34310.0,18.03,Argileux
Fatick,Rice,2005,66168,534.0,34310.0,16.93,Argileux
Fatick,Rice,2005,66168,534.0,34310.0,20.71,Limoneux
Fatick,Rice,2005,66168,534.0,34310.0,12.48,Sableux
Fatick,Rice,2005,66168,534.0,34310.0,14.38,Sableux
Fatick,Rice,2005,66168,534.0,34310.0,18.26,Sableux
Fatick,Rice,2005,66168,534.0,34310.0,18.03,Limoneux
Fatick,Sorgho,2005,26629,534.0,34310.0,16.93,Argileux
Fatick,Sorgho,2005,26629,534.0,34310.0,20.71,Sableux
Fatick,Sorgho,2005,26629,534.0,34310.0,12.48,Argileux
Fatick,Sorgho,2005,26629,534.0,34310.0,14.38,Sableux
Fatick,Sorgho,2005,26629,534.0,34310.0,18.26,Sableux
Fatick,Sorgho,2005,26629,534.0,34310.0,18.03,Argileux
Fatick,Mil,2005,16810,534.0,34310.0,16.93,Limoneux
Fatick,Mil,2005,16810,534.0,34310.0,20.71,Argileux
Fatick,Mil,2005,16810,534.0,34310.0,12.48,Argileux
Fatick,Mil,2005,16810,534.0,34310.0,14.38,Sableux
Fatick,Mil,2005,16810,534.0,34310.0,18.26,Sableux
Fatick,Mil,2005,16810,534.0,34310.0,18.03,Sableux
Fatick,Manioc,2005,336000,534.0,34310.0,16.93,Limoneux
Fatick,Manioc,2005,336000,534.0,34310.0,20.71,Argileux
Fatick,Manioc,2005,336000,534.0,34310.0,12.48,Sableux
Fatick,Manioc,2005,336000,534.0,34310.0,14.38,Argileux
Fatick,Manioc,2005,336000,534.0,34310.0,18.26,Limoneux
Fatick,Manioc,2005,336000,534.0,34310.0,18.03,Sableux
Fatick,Arachide,2005,16348,534.0,34310.0,16.93,Limoneux
Fatick,Arachide,2005,16348,534.0,34310.0,20.71,Sableux
Fatick,Arachide,2005,16348,534.0,34310.0,12.48,Limoneux
Fatick,Arachide,2005,16348,534.0,34310.0,14.38,Sableux
Fatick,Arachide,2005,16348,534.0,34310.0,18.26,Sableux
Fatick,Arachide,2005,16348,534.0,34310.0,18.03,Limoneux
Fatick,Mais,2006,53856,534.0,35900.0,16.75,Sableux
Fatick,Mais,2006,53856,534.0,35900.0,20.17,Limoneux
Fatick,Mais,2006,53856,534.0,35900.0,12.51,Limoneux
Fatick,Mais,2006,53856,534.0,35900.0,13.99,Sableux
Fatick,Mais,2006,53856,534.0,35900.0,18.99,Limoneux
Fatick,Mais,2006,53856,534.0,35900.0,17.75,Limoneux
Fatick,Pattate,2006,354317,534.0,35900.0,16.75,Argileux
Fatick,Pattate,2006,354317,534.0,35900.0,20.17,Sableux
Fatick,Pattate,2006,354317,534.0,35900.0,12.51,Argileux
Fatick,Pattate,2006,354317,534.0,35900.0,13.99,Limoneux
Fatick,Pattate,2006,354317,534.0,35900.0,18.99,Sableux
Fatick,Pattate,2006,354317,534.0,35900.0,17.75,Limoneux
Fatick,Rice,2006,98176,534.0,35900.0,16.75,Sableux
Fatick,Rice,2006,98176,534.0,35900.0,20.17,Limoneux
Fatick,Rice,2006,98176,534.0,35900.0,12.51,Limoneux
Fatick,Rice,2006,98176,534.0,35900.0,13.99,Sableux
Fatick,Rice,2006,98176,534.0,35900.0,18.99,Limoneux
Fatick,Rice,2006,98176,534.0,35900.0,17.75,Limoneux
Fatick,Sorgho,2006,25205,534.0,35900.0,16.75,Limoneux
Fatick,Sorgho,2006,25205,534.0,35900.0,20.17,Sableux
Fatick,Sorgho,2006,25205,534.0,35900.0,12.51,Limoneux
Fatick,Sorgho,2006,25205,534.0,35900.0,13.99,Limoneux
